tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	56649	0	live	TMPRSS4	CAP2, CAPH2, MT-SP2, TMPRSS3	transmembrane serine protease 4	transmembrane protease serine 4|channel-activating protease 2|channel-activating serine protease 2|membrane-type serine protease 2|transmembrane protease, serine 4|transmembrane serine protease 3|type II membrane serine protease	11q23.3	11	NC_000011.10	118077016	118125505	plus	16	606565	
9606	Homo sapiens	56654	0	live	NPDC1	CAB, CAB-, CAB-1, CAB1, NPDC-1	neural proliferation, differentiation and control 1	neural proliferation differentiation and control protein 1	9q34.3	9	NC_000009.12	137039463	137046177	minus	9	605798	
9606	Homo sapiens	56664	0	live	VTRNA1-1	HVG1, VAULTRC1, VR1, hvg-1, vRNA	vault RNA 1-1	vault RNA component 1	5q31.3	5	NC_000005.10	140711276	140711373	plus	1	612695	
9606	Homo sapiens	56729	0	live	RETN	ADSF, FIZZ31, RSTN, XCP1, RETN	resistin	resistin|C/EBP-epsilon regulated myeloid-specific secreted cysteine-rich protein precursor 1|adipose tissue-specific secretory factor|c/EBP-epsilon-regulated myeloid-specific secreted cysteine-rich protein|cysteine-rich secreted protein A12-alpha-like 2|cysteine-rich secreted protein FIZZ3|found in inflammatory zone 3|resistin delta2	19p13.2	19	NC_000019.10	7669049	7670455	plus	4	605565	
9606	Homo sapiens	56829	0	live	ZC3HAV1	ARTD13, FLB6421, PARP13, ZAP, ZC3H2, ZC3HDC2	zinc finger CCCH-type containing, antiviral 1	zinc finger CCCH-type antiviral protein 1|ADP-ribosyltransferase diphtheria toxin-like 13|inactive Poly [ADP-ribose] polymerase 13|zinc finger CCCH domain-containing protein 2|zinc finger CCCH-type, antiviral 1	7q34	7	NC_000007.14	139043515	139109720	minus	13	607312	
9606	Homo sapiens	56832	0	live	IFNK	IFNT1, INFE1	interferon kappa	interferon kappa|IFN-kappa|interferon-like protein	9p21.2	9	NC_000009.12	27524290	27526498	plus	2	615326	
9606	Homo sapiens	56886	0	live	UGGT1	HUGT1, UGCGL1, UGT1	UDP-glucose glycoprotein glucosyltransferase 1	UDP-glucose:glycoprotein glucosyltransferase 1|UDP--Glc:glycoprotein glucosyltransferase|UDP-glucose ceramide glucosyltransferase-like 1	2q14.3	2	NC_000002.12	128091184	128195677	plus	44	605897	
9606	Homo sapiens	56892	0	live	TCIM	C8orf4, TC-1, TC1	transcriptional and immune response regulator	transcriptional and immune response regulator|human thyroid cancer 1|protein C8orf4|thyroid cancer protein 1	8p11.21	8	NC_000008.11	40153482	40155310	plus	1	607702	
9606	Homo sapiens	56914	0	live	OTOR	FDP, MIAL1	otoraplin	otoraplin|fibrocyte-derived protein|melanoma inhibitory activity-like protein	20p12.1	20	NC_000020.11	16748358	16752164	plus	4	606067	
9606	Homo sapiens	56938	0	live	ARNTL2	BMAL2, CLIF, MOP9, PASD9, bHLHe6	aryl hydrocarbon receptor nuclear translocator like 2	aryl hydrocarbon receptor nuclear translocator-like protein 2|CYCLE-like factor|PAS domain-containing protein 9|basic-helix-loop-helix-PAS protein MOP9|brain and muscle ARNT-like 2|class E basic helix-loop-helix protein 6|member of PAS protein 9|transcription factor BMAL2	12p11.23	12	NC_000012.12	27332836	27425286	plus	20	614517	
9606	Homo sapiens	56953	0	live	NT5M	dNT-2, dNT2, mdN	5',3'-nucleotidase, mitochondrial	5'(3')-deoxyribonucleotidase, mitochondrial|5' nucleotidase, mitochondrial|5(3)-deoxyribonucleotidase|deoxy-5'-nucleotidase 2|mitochondrial 5' nucleotidase	17p11.2	17	NC_000017.11	17303373	17347663	plus	8	605292	
9606	Homo sapiens	57016	0	live	AKR1B10	AKR1B11, AKR1B12, ALDRLn, ARL-1, ARL1, HIS, HSI	aldo-keto reductase family 1 member B10	aldo-keto reductase family 1 member B10|ARP|SI reductase|aldo-keto reductase family 1, member B10 (aldose reductase)|aldo-keto reductase family 1, member B11 (aldose reductase-like)|aldose reductase-like 1|aldose reductase-like peptide|aldose reductase-related protein|hARP|small intestine reductase	7q33	7	NC_000007.14	134527567	134541412	plus	11	604707	
9606	Homo sapiens	57026	0	live	PDXP	CIN, PLP, dJ37E16.5	pyridoxal phosphatase	pyridoxal phosphate phosphatase|PLP phosphatase|chronophin|pyridoxal (pyridoxine, vitamin B6) phosphatase|testicular secretory protein Li 36	22q13.1	22	NC_000022.11	37658723	37666932	plus	2	609246	
10116	Rattus norvegicus	57027	0	live	Adam17	TACE	ADAM metallopeptidase domain 17	disintegrin and metalloproteinase domain-containing protein 17|ADAM 17|TNF-alpha convertase|TNF-alpha-converting enzyme|a disintegrin and metallopeptidase domain 17|a disintegrin and metalloprotease domain 17|a disintegrin and metalloproteinase domain 17 (tumor necrosis factor, alpha, converting enzyme)	6q16	6	NC_051341.1	40872936	40920700	minus	19		
9606	Homo sapiens	57126	0	live	CD177	HNA-2a, HNA2A, NB1, NB1 GP, PRV-1, PRV1	CD177 molecule	CD177 antigen|NB1 glycoprotein|cell surface receptor|human neutrophil alloantigen 2a|polycythemia rubra vera protein 1	19q13.31	19	NC_000019.10	43353686	43366063	plus	11	162860	
9606	Homo sapiens	57153	0	live	SLC44A2	CTL2, PP1292	solute carrier family 44 member 2	choline transporter-like protein 2|solute carrier family 44 (choline transporter), member 2|testicular tissue protein Li 47	19p13.2	19	NC_000019.10	10602455	10644557	plus	24	606106	
10090	Mus musculus	57261	0	live	Brd4	Brd5, HUNK, HUNK1, MC, MCAP, WI-1151, WI-11513	bromodomain containing 4	bromodomain-containing protein 4|bromodomain-containing 5|fsh-like protein|mitotic chromosome-associated protein	17 17.39 cM	17	NC_000083.7	32415246	32503717	minus	26		
9606	Homo sapiens	57306	0	live	CUP2Q35	C2DUPq35, SD1, SDTY1	Syndactyly, type I		2q34-q36	2						185900	
10090	Mus musculus	57314	0	live	Nelfcd	2410003I03Rik, C77797, Th1, Th1l	negative elongation factor complex member C/D, Th1l	negative elongation factor D|NELF-D|TH1 homolog|TH1-like homolog|TH1-like protein|trihydrophobin 1 homolog	2 H4	2	NC_000068.8	174257597	174269298	plus	15		
9606	Homo sapiens	57379	0	live	AICDA	AID, ARP2, CDA2, HEL-S-284, HIGM2	activation induced cytidine deaminase	single-stranded DNA cytosine deaminase|cytidine aminohydrolase|epididymis secretory protein Li 284|integrated into Burkitt's lymphoma cell line Ramos	12p13.31	12	NC_000012.12	8602170	8612970	minus	5	605257	
9606	Homo sapiens	57393	0	live	CLTRN	NX-17, NX17, TMEM27	collectrin, amino acid transport regulator	collectrin|kidney-specific membrane protein|transmembrane protein 27	Xp22.2	X	NC_000023.11	15627318	15675624	minus	8	300631	
9606	Homo sapiens	57406	0	live	ABHD6		abhydrolase domain containing 6, acylglycerol lipase	monoacylglycerol lipase ABHD6|2-arachidonoylglycerol hydrolase|abhydrolase domain-containing protein 6|lipase protein	3p14.3	3	NC_000003.12	58237532	58294736	plus	10	616966	
9606	Homo sapiens	57449	0	live	PLEKHG5	CMTRIC, DSMA4, GEF720, Syx, Tech	pleckstrin homology and RhoGEF domain containing G5	pleckstrin homology domain-containing family G member 5|NFkB activating protein|PH domain-containing family G member 5|guanine nucleotide exchange factor 720|novel PH domain-containing protein|pleckstrin homology domain containing, family G (with RhoGef domain) member 5|synectin-binding guanine exchange factor	1p36.31	1	NC_000001.11	6466092	6520092	minus	29	611101	
9606	Homo sapiens	57486	0	live	NLN	AGTBP, EP24.16, MEP, MOP	neurolysin	neurolysin, mitochondrial|angiotensin binding protein|endopeptidase 24.16|microsomal endopeptidase|mitochondrial oligopeptidase M|neurolysin (metallopeptidase M3 family)|neurotensin endopeptidase	5q12.3	5	NC_000005.10	65722205	65829283	plus	14	611530	
9606	Homo sapiens	57506	0	live	MAVS	CARDIF, IPS-1, IPS1, VISA	mitochondrial antiviral signaling protein	mitochondrial antiviral-signaling protein|CARD adapter inducing interferon beta|CARD adaptor inducing IFN-beta|IFN-B promoter stimulator 1|interferon beta promoter stimulator protein 1|putative NF-kappa-B-activating protein 031N|virus-induced signaling adaptor|virus-induced-signaling adapter	20p13	20	NC_000020.11	3846834	3876118	plus	8	609676	
9606	Homo sapiens	57507	0	live	ZNF608	NY-REN-36	zinc finger protein 608	zinc finger protein 608|renal carcinoma antigen NY-REN-36	5q23.2	5	NC_000005.10	124636913	124748824	minus	14		
9606	Homo sapiens	57509	0	live	MTUS1	ATBP, ATIP, ATIP3, ICIS, MP44, MTSG1	microtubule associated scaffold protein 1	microtubule-associated tumor suppressor 1|AT2 receptor-binding protein|AT2 receptor-interacting protein|AT2R binding protein|angiotensin-II type 2 receptor-interacting protein|erythroid differentiation-related|microtubule associated tumor suppressor 1|mitochondrial tumor suppressor gene 1|transcription factor MTSG1	8p22	8	NC_000008.11	17643794	17801521	minus	27	609589	
9606	Homo sapiens	57532	0	live	NUFIP2	182-FIP, 82-FIP, FIP-82, PIG1	nuclear FMR1 interacting protein 2	nuclear fragile X mental retardation-interacting protein 2|82 kDa FMRP-interacting protein|82-kD FMRP Interacting Protein|FMRP-interacting protein 2|Fragile X Mental Retardation Protein|NUFIP2, FMR1 interacting protein 2|cell proliferation-inducing gene 1 protein|nuclear fragile X mental retardation protein interacting protein 2|proliferation-inducing gene 1	17q11.2	17	NC_000017.11	29255839	29294148	minus	5	609356	
9606	Homo sapiens	57534	0	live	MIB1	DIP-1, DIP1, LVNC7, MIB, ZZANK2, ZZZ6	MIB E3 ubiquitin protein ligase 1	E3 ubiquitin-protein ligase MIB1|DAPK-interacting protein 1|RING-type E3 ubiquitin transferase MIB1|mindbomb E3 ubiquitin protein ligase 1|ubiquitin ligase mind bomb|zinc finger ZZ type with ankyrin repeat domain protein 2	18q11.2	18	NC_000018.10	21740792	21870953	plus	26	608677	
9606	Homo sapiens	57574	0	live	MARCHF4	MARCH-IV, MARCH4, RNF174	membrane associated ring-CH-type finger 4	E3 ubiquitin-protein ligase MARCHF4|E3 ubiquitin-protein ligase MARCH4|RING finger protein 174|RING-type E3 ubiquitin transferase MARCH4|RING-type E3 ubiquitin transferase MARCHF4|membrane associated ring finger 4|membrane-associated RING finger protein 4|membrane-associated RING-CH protein IV|membrane-associated ring finger (C3HC4) 4, E3 ubiquitin protein ligase	2q35	2	NC_000002.12	216257865	216372483	minus	4	608208	
9606	Homo sapiens	57703	0	live	CWC22	EIF4GL, NCM, fSAPb	CWC22 spliceosome associated protein homolog	pre-mRNA-splicing factor CWC22 homolog|CWC22 homolog, spliceosome-associated protein|CWC22 spliceosome-associated protein|functional spliceosome-associated protein b|nucampholin homolog	2q31.3	2	NC_000002.12	179944876	180007297	minus	21	615186	
9606	Homo sapiens	57721	0	live	METTL14	hMETTL14	methyltransferase 14, N6-adenosine-methyltransferase subunit	N6-adenosine-methyltransferase non-catalytic subunit|N6-adenosine-methyltransferase subunit METTL14|methyltransferase like 14|methyltransferase-like protein 14	4q26	4	NC_000004.12	118685375	118715430	plus	12	616504	
9606	Homo sapiens	57722	0	live	IGDCC4	DDM36, NOPE	immunoglobulin superfamily DCC subclass member 4	immunoglobulin superfamily DCC subclass member 4|likely ortholog of mouse neighbor of Punc E11|neighbor of Punc E11	15q22.31	15	NC_000015.10	65381484	65422947	minus	22	616810	
9606	Homo sapiens	57761	0	live	TRIB3	C20orf97, NIPK, SINK, SKIP3, TRB3	tribbles pseudokinase 3	tribbles homolog 3|TRB-3|neuronal cell death inducible putative kinase|p65-interacting inhibitor of NF-kappa-B|p65-interacting inhibitor of NF-kappaB	20p13	20	NC_000020.11	380760	397559	plus	6	607898	
10090	Mus musculus	57765	0	live	Tbx21	TBT1, Tbet, Tbly, Tblym	T-box 21	T-box transcription factor TBX21|T-box protein 21|T-cell-specific T-box transcription factor T-bet|transcription factor TBLYM	11 D	11	NC_000077.7	96988833	97006157	minus	6		
9606	Homo sapiens	57804	0	live	POLD4	POLDS, p12	DNA polymerase delta 4, accessory subunit	DNA polymerase delta subunit 4|DNA polymerase delta smallest subunit p12|polymerase (DNA) delta 4, accessory subunit|polymerase (DNA-directed), delta 4, accessory subunit	11q13.2	11	NC_000011.10	67350765	67353596	minus	4	611525	
9606	Homo sapiens	57817	0	live	HAMP	HEPC, HFE2B, LEAP1, PLTR	hepcidin antimicrobial peptide	hepcidin|hepcidin preproprotein|liver-expressed antimicrobial peptide 1|putative liver tumor regressor	19q13.12	19	NC_000019.10	35282528	35285143	plus	3	606464	
9606	Homo sapiens	57823	0	live	SLAMF7	19A, CD319, CRACC, CS1	SLAM family member 7	SLAM family member 7|19A24 protein|CD2 subset 1|CD2-like receptor activating cytotoxic cells|membrane protein FOAP-12|novel LY9 (lymphocyte antigen 9) like protein|protein 19A	1q23.3	1	NC_000001.11	160739057	160754821	plus	7	606625	
9606	Homo sapiens	57862	0	live	ZNF410	APA-1, APA1	zinc finger protein 410	zinc finger protein 410|another partner for ARF 1|clones 23667 and 23775 zinc finger protein|zinc finger protein APA-1	14q24.3	14	NC_000014.9	73886859	73932521	plus	15		
9606	Homo sapiens	58190	0	live	CTDSP1	NIF3, NLI-IF, NLIIF, SCP1	CTD small phosphatase 1	carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1|CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1|NLI-interacting factor 3|nuclear LIM interactor-interacting factor 3|small C-terminal domain phosphatase 1	2q35	2	NC_000002.12	218398233	218405941	plus	9	605323	
9606	Homo sapiens	58191	0	live	CXCL16	CXCLG16, SR-PSOX, SRPSOX	C-X-C motif chemokine ligand 16	C-X-C motif chemokine 16|CXC chemokine ligand 16|chemokine (C-X-C motif) ligand 16|scavenger receptor for phosphatidylserine and oxidized low density lipoprotein|small-inducible cytokine B16|transmembrane chemokine CXCL16	17p13.2	17	NC_000017.11	4733533	4739928	minus	6	605398	
10090	Mus musculus	59027	0	live	Nampt	1110035O14Rik, AI314458, AI480535, NAmPRTase, Pbef, Pbef1, Vi, Visfatin	nicotinamide phosphoribosyltransferase	nicotinamide phosphoribosyltransferase|pre-B-cell colony-enhancing factor 1 homolog	12 A3	12	NC_000078.7	32870334	32903368	plus	11		
9606	Homo sapiens	59067	0	live	IL21	CVID11, IL-21, Za11	interleukin 21	interleukin-21	4q27	4	NC_000004.12	122610108	122621066	minus	5	605384	
9606	Homo sapiens	59272	0	live	ACE2	ACEH	angiotensin converting enzyme 2	angiotensin-converting enzyme 2|ACE-related carboxypeptidase|angiotensin I converting enzyme (peptidyl-dipeptidase A) 2|angiotensin I converting enzyme 2|angiotensin-converting enzyme homolog|angiotensin-converting enzyme-related carboxypeptidase|metalloprotease MPROT15|peptidyl-dipeptidase A|truncated angiotensin converting enzyme 2	Xp22.2	X	NC_000023.11	15518197	15607211	minus	22	300335	
9606	Homo sapiens	59341	0	live	TRPV4	BCYM3, CMT2C, HMSN2C, OTRPC4, SMAL, SPSMA, SSQTL1, TRP12, VRL2, VROAC	transient receptor potential cation channel subfamily V member 4	transient receptor potential cation channel subfamily V member 4|OSM9-like transient receptor potential channel 4|osm-9-like TRP channel 4|osmosensitive transient receptor potential channel 4|transient receptor potential protein 12|vanilloid receptor-like channel 2|vanilloid receptor-related osmotically activated channel	12q24.11	12	NC_000012.12	109783087	109833398	minus	19	605427	
9606	Homo sapiens	60468	0	live	BACH2	BTBD25, IMD60	BTB domain and CNC homolog 2	transcription regulator protein BACH2|BTB and CNC homolog 2|BTB and CNC homology 1, basic leucine zipper transcription factor 2	6q15	6	NC_000006.12	89926528	90296843	minus	14	605394	
9606	Homo sapiens	60489	0	live	APOBEC3G	A3G, ARCD, ARP-9, ARP9, CEM-15, CEM15, MDS019, bK150C2.7, dJ494G10.1	apolipoprotein B mRNA editing enzyme catalytic subunit 3G	DNA dC->dU-editing enzyme APOBEC-3G|APOBEC-related cytidine deaminase|APOBEC-related protein 9|DNA dC->dU editing enzyme|apolipoprotein B editing enzyme catalytic polypeptide-like 3G|apolipoprotein B mRNA editing enzyme cytidine deaminase|apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G|apolipoprotein B mRNA-editing enzyme catalytic polypeptide 3G|deoxycytidine deaminase|phorbolin-like protein MDS019	22q13.1	22	NC_000022.11	39077005	39087743	plus	7	607113	
9606	Homo sapiens	60496	0	live	AASDHPPT	AASD-PPT, ACPS, CGI-80, LYS2, LYS5	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase|4'-phosphopantetheinyl transferase|LYS5 ortholog|alpha-aminoadipic semialdehyde dehydrogenase-phosphopantetheinyl transferase|holo ACP synthase|holo-[acyl-carrier-protein] synthase	11q22.3	11	NC_000011.10	106077605	106098695	plus	7	607756	
10090	Mus musculus	60505	0	live	Il21	IL-21	interleukin 21	interleukin-21	3 B	3	NC_000069.7	37276908	37286785	minus	5		
9606	Homo sapiens	60674	0	live	GAS5	NCRNA00030, SNHG2	growth arrest specific 5	growth arrest specific 5 (non-protein coding)|growth arrest specific transcript 5|small nucleolar RNA host gene (non-protein coding) 2	1q25.1	1	NC_000001.11	173863899	173868882	minus	13	608280	
9606	Homo sapiens	63922	0	live	CHTF18	C16orf41, C321D2.2, C321D2.3, C321D2.4, CHL12, Ctf18, RUVBL	chromosome transmission fidelity factor 18	chromosome transmission fidelity protein 18 homolog|CTF18, chromosome transmission fidelity factor 18 homolog|homolog of yeast CHL12|some homology with holliday junction DNA helicase RUVB like	16p13.3	16	NC_000016.10	788620	798074	plus	21	613201	
9606	Homo sapiens	64006	0	live	ERVK-6	ERVK6, HERV-K(C7), HERV-K108, K-Rev, c-orf, cORF, envK2	endogenous retrovirus group K member 6, envelope	Endogenous retrovirus group K member 6 Env polyprotein|Envelope polyprotein|HERV-K (HML-2.HOM)|HERV-K(C7) envelope protein|HERV-K(HML-2.HOM) envelope protein|HERV-K108 envelope protein|HERV-K_7p22.1 provirus Rec protein|HERV-K_7p22.1 provirus ancestral Env polyprotein|HERV-K_7p22.1 provirus ancestral Pol protein|HERV-K_7p22.1 provirus ancestral Pro protein|Rev-like protein|Rev/Rex homolog|endogenous retroviral sequence K, 6|endogenous retrovirus group K, member 6|envelope glycoprotein|envelope protein	7p22.1	7						605626	
9606	Homo sapiens	64080	0	live	RBKS	RBSK, RK	ribokinase	ribokinase	2p23.2	2	NC_000002.12	27781379	27890387	minus	9	611132	
9606	Homo sapiens	64092	0	live	SAMSN1	HACS1, NASH1, SASH2, SH3D6B, SLy2	SAM domain, SH3 domain and nuclear localization signals 1	SAM domain-containing protein SAMSN-1|SAM and SH3 domain containing 2|SAM domain, SH3 domain and nuclear localisation signals, 1|SAM domain, SH3 domain and nuclear localization signals protein 1|SH3-SAM adaptor protein|Src homology domain 3 (SH3)-containing adapter protein SH3 lymphocyte protein 2|hematopoietic adapter-containing SH3 and sterile I+/--motif (SAM) domains 1|hematopoietic adapter-containing SH3 and sterile alpha-motif (SAM) domains 1|hematopoietic adaptor containing SH3 and SAM domains 1|nuclear localization signals, SAM and SH3 domain containing 1	21q11.2	21	NC_000021.9	14485228	14583402	minus	14	607978	
9606	Homo sapiens	64093	0	live	SMOC1	OAS	SPARC related modular calcium binding 1	SPARC-related modular calcium-binding protein 1|secreted modular calcium-binding protein 1	14q24.2	14	NC_000014.9	69879388	70032366	plus	12	608488	
9606	Homo sapiens	64115	0	live	VSIR	B7-H5, B7H5, C10orf54, DD1alpha, Dies1, GI24, PD-1H, PP2135, SISP1, VISTA	V-set immunoregulatory receptor	V-type immunoglobulin domain-containing suppressor of T-cell activation|Death Domain1alpha|PDCD1 homolog|V-domain Ig suppressor of T cell activation|V-set domain-containing immunoregulatory receptor|platelet receptor GI24|sisp-1|stress-induced secreted protein-1	10q22.1	10	NC_000010.11	71747556	71773520	minus	7	615608	
9606	Homo sapiens	64127	0	live	NOD2	ACUG, BLAU, BLAUS, CARD15, CD, CLR16.3, IBD1, NLRC2B, PSORAS1, YAOS, NOD2	nucleotide binding oligomerization domain containing 2	nucleotide-binding oligomerization domain-containing protein 2|NLR family, CARD domain containing 2|NOD-like receptor C2|caspase recruitment domain family, member 15|caspase recruitment domain protein 15|caspase recruitment domain-containing protein 15|inflammatory bowel disease protein 1|nucleotide-binding oligomerization domain 2|nucleotide-binding oligomerization domain, leucine rich repeat and CARD domain containing 2	16q12.1	16	NC_000016.10	50693587	50733077	plus	18	605956	
9606	Homo sapiens	64135	0	live	IFIH1	AGS7, Hlcd, IDDM19, MDA-5, MDA5, RLR-2, SGMRT1	interferon induced with helicase C domain 1	interferon-induced helicase C domain-containing protein 1|CADM-140 autoantigen|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide|RIG-I-like receptor 2|RNA helicase-DEAD box protein 116|clinically amyopathic dermatomyositis autoantigen 140 kDa|helicard|helicase with 2 CARD domains|melanoma differentiation-associated gene 5|melanoma differentiation-associated protein 5|murabutide down-regulated protein	2q24.2	2	NC_000002.12	162267074	162318684	minus	16	606951	
9606	Homo sapiens	64146	0	live	PDF		peptide deformylase, mitochondrial	peptide deformylase, mitochondrial|peptide deformylase-like protein|polypeptide deformylase	16q22.1	16	NC_000016.10	69326913	69330588	minus	2	618720	
9606	Homo sapiens	64167	0	live	ERAP2	L-RAP, LRAP	endoplasmic reticulum aminopeptidase 2	endoplasmic reticulum aminopeptidase 2|leukocyte-derived arginine aminopeptidase	5q15	5	NC_000005.10	96875939	96919716	plus	19	609497	
9606	Homo sapiens	64221	0	live	ROBO3	HGPPS, HGPPS1, HGPS, RBIG1, RIG1	roundabout guidance receptor 3	roundabout homolog 3|retinoblastoma inhibiting gene 1|roundabout, axon guidance receptor, homolog 3|roundabout-like protein 3	11q24.2	11	NC_000011.10	124865432	124881471	plus	29	608630	
9606	Homo sapiens	64236	0	live	PDLIM2	MYSTIQUE, SLIM	PDZ and LIM domain 2	PDZ and LIM domain protein 2	8p21.3	8	NC_000008.11	22578741	22598026	plus	11	609722	
10090	Mus musculus	64292	0	live	Ptges	2410099E23Rik, D2Ertd369, D2Ertd369e, Pges, mPG, mPGES, mPGES-1	prostaglandin E synthase	prostaglandin E synthase|glutathione peroxidase PTGES|glutathione transferase PTGES|microsomal prostaglandin E synthase 1	2 21.75 cM	2	NC_000068.8	30779483	30793309	minus	3		
9606	Homo sapiens	64395	0	live	GMCL1	BTBD13, GCL, GCL1, SPATA29	germ cell-less 1, spermatogenesis associated	germ cell-less protein-like 1|germ cell-less homolog 1|germ cell-less, spermatogenesis associated 1|spermatogenesis associated 29|spermatogenesis-associated protein 29	2p13.3	2	NC_000002.12	69829660	69881389	plus	16	618627	
9606	Homo sapiens	64398	0	live	PALS1	MPP5	protein associated with LIN7 1, MAGUK family member	MAGUK p55 subfamily member 5|membrane palmitoylated protein 5|membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)|protein associated with Lin-7 1|protein associated with lin seven 1|stardust	14q23.3	14	NC_000014.9	67241395	67336061	plus	18	606958	
9606	Homo sapiens	64399	0	live	HHIP	HIP	hedgehog interacting protein	hedgehog-interacting protein	4q31.21	4	NC_000004.12	144646154	144745271	plus	14	606178	
9606	Homo sapiens	64595	0	live	TTTY15	NCRNA00138	testis-specific transcript, Y-linked 15	testis-specific transcript, Y-linked 15 (non-protein coding)	Yq11.221	Y	NC_000024.10	12662367	12692224	plus	4		
9606	Homo sapiens	64757	0	live	MTARC1	MARC1, MOSC1	mitochondrial amidoxime reducing component 1	mitochondrial amidoxime-reducing component 1|MOCO sulphurase C-terminal domain containing 1|MOSC domain-containing protein 1, mitochondrial|moco sulfurase C-terminal domain-containing protein 1|molybdenum cofactor sulfurase C-terminal domain-containing protein 1	1q41	1	NC_000001.11	220786697	220819659	plus	11	614126	
9606	Homo sapiens	64761	0	live	PARP12	ARTD12, MST109, MSTP109, ZC3H1, ZC3HDC1	poly(ADP-ribose) polymerase family member 12	protein mono-ADP-ribosyltransferase PARP12|ADP-ribosyltransferase diphtheria toxin-like 12|poly [ADP-ribose] polymerase 12|zinc finger CCCH type domain containing 1	7q34	7	NC_000007.14	140023744	140063718	minus	14	612481	
9606	Homo sapiens	64805	0	live	P2RY12	ADPG-R, BDPLT8, HORK3, P2T(AC), P2Y(12)R, P2Y(AC), P2Y(ADP), P2Y(cyc), P2Y12, SP1999	purinergic receptor P2Y12	P2Y purinoceptor 12|ADP-glucose receptor|G-protein coupled receptor SP1999|Gi-coupled ADP receptor HORK3|P2Y12 platelet ADP receptor|purinergic receptor P2RY12|purinergic receptor P2Y, G-protein coupled, 12|putative G-protein coupled receptor	3q25.1	3	NC_000003.12	151336843	151384753	minus	3	600515	
9606	Homo sapiens	64806	0	live	IL25	IL17E	interleukin 25	interleukin-25|interleukin-17E	14q11.2	14	NC_000014.9	23372809	23376403	plus	2	605658	
9606	Homo sapiens	64843	0	live	ISL2		ISL LIM homeobox 2	insulin gene enhancer protein ISL-2|ISL2 transcription factor, LIM/homeodomain, (islet-2)|islet-2	15q24.3	15	NC_000015.10	76336773	76342475	plus	6	609481	
9606	Homo sapiens	64844	0	live	MARCHF7	AXO, AXOT, MARCH-VII, MARCH7, RNF177	membrane associated ring-CH-type finger 7	E3 ubiquitin-protein ligase MARCHF7|E3 ubiquitin-protein ligase MARCH7|RING finger protein 177|RING-type E3 ubiquitin transferase MARCH7|RING-type E3 ubiquitin transferase MARCHF7|axotrophin|membrane associated ring finger 7|membrane-associated RING finger protein 7|membrane-associated RING-CH protein VII|membrane-associated ring finger (C3HC4) 7, E3 ubiquitin protein ligase	2q24.2	2	NC_000002.12	159712494	159771027	plus	16	613334	
9606	Homo sapiens	64852	0	live	TUT1	PAPD2, RBM21, STARPAP, TENT1, TUTase, URLC6	terminal uridylyl transferase 1, U6 snRNA-specific	speckle targeted PIP5K1A-regulated poly(A) polymerase|PAP-associated domain-containing 2|RNA uridylyltransferase|RNA-binding motif protein 21|RNA-binding protein 21|TUTase 6|U6 snRNA-specific terminal uridylyltransferase 1|U6-TUTase|nuclear speckle targeted phosphatidylinositol 4-phosphate 5-kinase type I-alpha regulated-poly(A) polymerase|nuclear speckle-targeted PIPK1A-regulated-poly(A) polymerase|poly(A) polymerase associated domain containing 2|star-PAP|up-regulated in lung cancer 6	11q12.3	11	NC_000011.10	62575052	62591523	minus	9	610641	
9606	Homo sapiens	64853	0	live	AIDA	C1orf80	axin interactor, dorsalization associated	axin interactor, dorsalization-associated protein|axin interaction partner and dorsalization antagonist	1q41	1	NC_000001.11	222668013	222712895	minus	10	612375	
9606	Homo sapiens	64855	0	live	NIBAN2	C9orf88, FAM129B, MEG-3, MINERVA, OC58, bA356B19.6	niban apoptosis regulator 2	protein Niban 2|family with sequence similarity 129 member B|melanoma invasion by ERK|niban-like protein 1	9q34.11	9	NC_000009.12	127505339	127579031	minus	17	614045	
9606	Homo sapiens	64856	0	live	VWA1	HMNMYO, WARP	von Willebrand factor A domain containing 1	von Willebrand factor A domain-containing protein 1|von Willebrand factor A domain-related protein	1p36.33	1	NC_000001.11	1435690	1442882	plus	3	611901	
9606	Homo sapiens	64866	0	live	CDCP1	CD318, SIMA135, TRASK	CUB domain containing protein 1	CUB domain-containing protein 1|membrane glycoprotein gp140|subtractive immunization M plus HEp3-associated 135 kDa protein|transmembrane and associated with src kinases	3p21.31	3	NC_000003.12	45082277	45146410	minus	9	611735	
9606	Homo sapiens	64939	0	live	SMNP		survival of motor neuron 1, telomeric pseudogene		9p21.3	9	NC_000009.12	20331438	20332284	plus	0		
